Value.date,Value.code,Value.open,Value.high,Value.low,Value.close,Value.change,Value.pctChange,Value.accumulatedVol,Value.accumulatedVal,Value.nmVolume,Value.nmValue,Value.ptVolume,Value.ptValue
2022-04-26,VNINDEX,1285.4,1341.34,1261.4,1341.34,30.42,2.320508,727648320,2.10042E+13,673169600,1.92024E+13,54478720,1.80179E+12
2022-04-25,VNINDEX,1377.75,1382.13,1298.38,1310.92,-68.31,-4.952763,762880158,2.19452E+13,696873600,1.9576E+13,66006558,2.36926E+12
2022-04-22,VNINDEX,1378.28,1392.89,1352.43,1379.23,9.02,0.658293,834411800,2.47902E+13,799750600,2.29921E+13,34661200,1.79814E+12
2022-04-21,VNINDEX,1369.8,1392.33,1356.58,1370.21,-14.51,-1.047865,810673733,2.37873E+13,741348500,2.19814E+13,69325233,1.80593E+12
2022-04-20,VNINDEX,1401.63,1410.64,1384.72,1384.72,-21.73,-1.545025,688324592,2.05122E+13,652803300,1.94121E+13,35521292,1.10014E+12
2022-04-19,VNINDEX,1435.78,1442.04,1406.45,1406.45,-26.15,-1.825353,702352038,2.26565E+13,666337000,2.08963E+13,36015038,1.76018E+12
2022-04-18,VNINDEX,1456.47,1456.47,1425.07,1432.6,-25.96,-1.779838,827688935,2.60485E+13,790646000,2.4739E+13,37042935,1.30954E+12
2022-04-15,VNINDEX,1470.53,1478.95,1456.39,1458.56,-13.56,-0.921121,659471186,2.16562E+13,639722900,2.08308E+13,19748286,8.25455E+11
2022-04-14,VNINDEX,1481.5,1484.34,1471.75,1472.12,-5.08,-0.343894,523369795,1.85035E+13,498914000,1.72386E+13,24455795,1.26488E+12
2022-04-13,VNINDEX,1459.48,1477.2,1448.52,1477.2,21.95,1.508332,674791322,2.20626E+13,636344500,1.95859E+13,38446822,2.47676E+12
2022-04-12,VNINDEX,1487.86,1490.58,1455.25,1455.25,-26.75,-1.804993,680058267,2.12821E+13,656188800,2.01512E+13,23869467,1.13089E+12
2022-04-08,VNINDEX,1501.61,1507.73,1482,1482,-20.35,-1.354545,763561324,2.35518E+13,741103600,2.24769E+13,22457724,1.07496E+12
2022-04-07,VNINDEX,1524.12,1524.92,1502.35,1502.35,-20.55,-1.349399,795134470,2.71454E+13,763664700,2.53139E+13,31469770,1.83151E+12
2022-04-06,VNINDEX,1513.17,1523.75,1507.62,1522.9,2.87,0.188812,944039697,3.00167E+13,912695000,2.87076E+13,31344697,1.30908E+12
2022-04-05,VNINDEX,1521.37,1527.57,1519.28,1520.03,-4.67,-0.30629,703528600,2.18101E+13,663110500,2.05689E+13,40418100,1.24116E+12
2022-04-04,VNINDEX,1530.02,1530.95,1522.82,1524.7,8.26,0.544697,779577436,2.67514E+13,734587100,2.53216E+13,44990336,1.42988E+12
2022-04-01,VNINDEX,1489.47,1516.87,1484.13,1516.44,24.29,1.627852,967672935,2.6699E+13,881661100,2.47725E+13,86011835,1.92658E+12
2022-03-31,VNINDEX,1492.5,1498.41,1488.27,1492.15,1.64,0.110029,684539320,2.18039E+13,633286300,2.00035E+13,51253020,1.80035E+12
2022-03-30,VNINDEX,1492.15,1503.89,1483.9,1490.51,-7.25,-0.484056,901485300,2.86825E+13,880911900,2.78056E+13,20573400,8.7687E+11
2022-03-29,VNINDEX,1485.22,1498.45,1485.22,1497.76,14.58,0.983023,737941908,2.3487E+13,687922600,2.16953E+13,50019308,1.79171E+12
2022-03-28,VNINDEX,1490.44,1496.79,1473.8,1483.18,-15.32,-1.022356,1065488443,3.28801E+13,988984900,3.04917E+13,76503543,2.38836E+12
2022-03-25,VNINDEX,1500.17,1503.29,1494.55,1498.5,0.24,0.016019,768935878,2.45354E+13,724086800,2.26641E+13,44849078,1.87125E+12
2022-03-24,VNINDEX,1504.3,1505.39,1495.18,1498.26,-4.08,-0.271576,784913131,2.48335E+13,753772900,2.36537E+13,31140231,1.17976E+12
2022-03-23,VNINDEX,1505.76,1513.9,1501.67,1502.34,-1.44,-0.095759,861130432,2.80379E+13,788727300,2.43785E+13,72403132,3.65943E+12
2022-03-22,VNINDEX,1500.08,1507.71,1498.48,1503.78,8.83,0.590655,947696665,2.84861E+13,905037000,2.67131E+13,42659665,1.77293E+12
2022-03-21,VNINDEX,1474.78,1494.95,1474.38,1494.95,25.85,1.759581,792156814,2.42249E+13,727377200,2.19095E+13,64779614,2.31533E+12
2022-03-18,VNINDEX,1466.14,1474.86,1465.57,1469.1,7.76,0.531019,795724560,2.42277E+13,745610800,2.2303E+13,50113760,1.92471E+12
2022-03-17,VNINDEX,1466.56,1467.74,1459.14,1461.34,2.01,0.137734,717437108,2.13908E+13,683175800,1.96972E+13,34261308,1.69366E+12
2022-03-16,VNINDEX,1459.97,1462.98,1453.91,1459.33,6.59,0.453626,624217642,1.87437E+13,544662700,1.64585E+13,79554942,2.28521E+12
2022-03-15,VNINDEX,1445.05,1453.07,1437.27,1452.74,6.49,0.448747,675628067,2.18005E+13,641644500,2.04586E+13,33983567,1.34195E+12
2022-03-14,VNINDEX,1459.28,1461.06,1439.19,1446.25,-20.29,-1.383529,858564601,2.7197E+13,815892100,2.56154E+13,42672501,1.58154E+12
2022-03-11,VNINDEX,1478.23,1480.29,1458.88,1466.54,-12.54,-0.847824,878192331,2.76547E+13,855643700,2.68515E+13,22548631,8.03222E+11
2022-03-10,VNINDEX,1476.76,1488.59,1476.76,1479.08,5.34,0.362343,649939597,2.11757E+13,629092200,2.03863E+13,20847397,7.89363E+11
2022-03-09,VNINDEX,1478.16,1482.86,1462.8,1473.74,0.03,0.002036,930300946,3.05182E+13,888352600,2.89325E+13,41948346,1.58577E+12
2022-03-08,VNINDEX,1487.37,1495.97,1473.71,1473.71,-25.34,-1.690404,1037517913,3.45181E+13,982168800,3.22327E+13,55349113,2.28542E+12
2022-03-07,VNINDEX,1500.65,1505.32,1493.87,1499.05,-6.28,-0.417184,981720621,3.14372E+13,941752700,2.9794E+13,39967921,1.64315E+12
2022-03-04,VNINDEX,1506.79,1509.19,1501.39,1505.33,0.33,0.021927,928921390,2.95809E+13,873323700,2.76032E+13,55597690,1.97764E+12
2022-03-03,VNINDEX,1492.42,1505,1487.69,1505,19.48,1.311325,929212388,3.0163E+13,902783400,2.91364E+13,26428988,1.02658E+12
2022-03-02,VNINDEX,1499.37,1500.41,1479.55,1485.52,-13.26,-0.88472,941553530,3.03266E+13,914957200,2.93315E+13,26596330,9.95071E+11
2022-03-01,VNINDEX,1493.41,1501.73,1491.48,1498.78,8.65,0.580486,842431582,2.63125E+13,796368600,2.48436E+13,46062982,1.46889E+12
2022-02-28,VNINDEX,1499.31,1502.36,1487.57,1490.13,-8.76,-0.584432,729793825,2.35805E+13,693212400,2.26078E+13,36581425,9.72705E+11
2022-02-25,VNINDEX,1504.37,1512.05,1498.89,1498.89,4.04,0.270261,768009710,2.56213E+13,736050400,2.45954E+13,31959310,1.02586E+12
2022-02-24,VNINDEX,1511.84,1513.25,1473.76,1494.85,-17.45,-1.153872,1159943184,3.50204E+13,1133051100,3.40648E+13,26892084,9.55686E+11
2022-02-23,VNINDEX,1509.42,1520.78,1507.37,1512.3,8.83,0.587308,694654250,2.23944E+13,660165300,2.13761E+13,34488950,1.01822E+12
2022-02-22,VNINDEX,1497.46,1506.38,1484.81,1503.47,-7.37,-0.487808,908054288,2.82371E+13,875383700,2.69709E+13,32670588,1.2662E+12
2022-02-21,VNINDEX,1504.96,1516.63,1500.97,1510.84,6,0.398713,791918506,2.3421E+13,737693400,2.20046E+13,54225106,1.41638E+12
2022-02-18,VNINDEX,1494.3,1507.29,1492.38,1504.84,-3.15,-0.208887,697545700,2.20262E+13,672537800,2.1105E+13,25007900,9.21286E+11
2022-02-17,VNINDEX,1492.56,1507.99,1492.49,1507.99,15.89,1.064942,615793550,1.94631E+13,588111300,1.834E+13,27682250,1.12311E+12
2022-02-16,VNINDEX,1499.03,1499.5,1486.68,1492.1,-0.65,-0.043544,702521711,2.00462E+13,617187300,1.77285E+13,85334411,2.3177E+12
2022-02-15,VNINDEX,1473.92,1495.56,1470.06,1492.75,20.79,1.412403,606422900,1.91711E+13,572156100,1.74855E+13,34266800,1.68563E+12
2022-02-14,VNINDEX,1485.75,1495.99,1471.96,1471.96,-29.75,-1.981075,810715804,2.59209E+13,751563900,2.38281E+13,59151904,2.0928E+12
2022-02-11,VNINDEX,1503.37,1508.54,1499.06,1501.71,-5.08,-0.337141,636284170,2.16198E+13,577407200,1.80613E+13,58876970,3.55849E+12
2022-02-10,VNINDEX,1510.66,1512.88,1495.7,1506.79,1.41,0.093664,680249790,2.19462E+13,628938000,2.01156E+13,51311790,1.83057E+12
2022-02-09,VNINDEX,1500.78,1511.72,1499.53,1505.38,4.39,0.292474,794737711,2.52374E+13,754188100,2.36511E+13,40549611,1.58631E+12
2022-02-08,VNINDEX,1496.53,1503.33,1491.78,1500.99,3.33,0.222347,734760607,2.25562E+13,697228100,2.11104E+13,37532507,1.44582E+12
2022-02-07,VNINDEX,1499.27,1505.69,1493.89,1497.66,18.7,1.264402,578171565,1.80539E+13,551698200,1.71525E+13,26473365,9.01366E+11
2022-01-28,VNINDEX,1469.54,1484.48,1465.22,1478.96,8.2,0.557535,702682479,2.0662E+13,663924300,1.91719E+13,38758179,1.49005E+12
2022-01-27,VNINDEX,1477.15,1486.39,1464.06,1470.76,-10.82,-0.730301,564596240,1.67744E+13,522667600,1.55764E+13,41928640,1.19793E+12
2022-01-26,VNINDEX,1484.73,1490.45,1478.41,1481.58,2,0.135173,813176232,2.35024E+13,767576600,2.1929E+13,45599632,1.57348E+12
2022-01-25,VNINDEX,1431.51,1479.58,1424.36,1479.58,39.87,2.769308,751388350,2.22123E+13,706092300,2.04615E+13,45296050,1.75084E+12
2022-01-24,VNINDEX,1465.94,1467.99,1432.18,1439.71,-33.18,-2.252714,828129869,2.47874E+13,796675500,2.35071E+13,31454369,1.28027E+12
2022-01-21,VNINDEX,1471.9,1477.23,1463.06,1472.89,7.59,0.517983,811346348,2.2982E+13,784569900,2.16953E+13,26776448,1.28673E+12
2022-01-20,VNINDEX,1438.98,1469.08,1432.58,1465.3,22.51,1.560172,785761705,2.24339E+13,762449400,2.12478E+13,23312305,1.1861E+12
2022-01-19,VNINDEX,1438.95,1449.11,1434.46,1442.79,3.85,0.267558,637630549,2.29859E+13,557995700,1.62142E+13,79634849,6.77179E+12
2022-01-18,VNINDEX,1439.29,1452.14,1424.65,1438.94,-13.9,-0.956747,739291705,2.29632E+13,691087800,2.10557E+13,48203905,1.90759E+12
2022-01-17,VNINDEX,1498.83,1503.86,1452.84,1452.84,-43.18,-2.886325,987100239,3.12446E+13,926487900,2.91989E+13,60612339,2.04569E+12
2022-01-14,VNINDEX,1486.91,1503.25,1476.68,1496.02,-0.03,-0.002005,785612566,2.28674E+13,734088500,2.09533E+13,51524066,1.91417E+12
2022-01-13,VNINDEX,1512.9,1522.6,1495.13,1496.05,-14.46,-0.957293,995817909,3.08451E+13,977115800,2.95156E+13,18702109,1.32953E+12
2022-01-12,VNINDEX,1489.11,1510.51,1464.49,1510.51,18.2,1.219586,1130818649,3.5709E+13,1104610300,3.46098E+13,26208349,1.09917E+12
2022-01-11,VNINDEX,1505.04,1512.05,1488.4,1492.31,-11.4,-0.758125,1251472359,3.59443E+13,1219558100,3.46284E+13,31914259,1.31591E+12
2022-01-10,VNINDEX,1528.74,1536.45,1503.71,1503.71,-24.77,-1.620564,1381115926,4.18133E+13,1315951200,3.87855E+13,65164726,3.02784E+12
2022-01-07,VNINDEX,1534.1,1534.52,1524.96,1528.48,-0.09,-0.005888,1027120263,3.18998E+13,951525400,2.9181E+13,75594863,2.7188E+12
2022-01-06,VNINDEX,1519.72,1536.24,1518.18,1528.57,6.07,0.398686,1133722770,3.53944E+13,1087239800,3.30296E+13,46482970,2.36484E+12
2022-01-05,VNINDEX,1529.06,1535.82,1522.5,1522.5,-3.08,-0.20189,1058452445,3.29557E+13,987023800,3.0618E+13,71428645,2.33765E+12
2022-01-04,VNINDEX,1508.55,1526.69,1507.19,1525.58,27.3,1.822089,891296929,2.86165E+13,839676500,2.64677E+13,51620429,2.14873E+12
2021-12-31,VNINDEX,1490.17,1499.07,1489.71,1498.28,12.31,0.828415,875730157,2.60965E+13,846534300,2.4551E+13,29195857,1.5455E+12
2021-12-30,VNINDEX,1490.96,1493.38,1484.82,1485.97,0.15,0.010095,747860796,2.20293E+13,724365200,2.11002E+13,23495596,9.29151E+11
2021-12-29,VNINDEX,1497.86,1498.91,1485.82,1485.82,-8.57,-0.573478,843880193,2.54971E+13,793769800,2.3239E+13,50110393,2.25813E+12
2021-12-28,VNINDEX,1494.9,1499.77,1483.97,1494.39,5.51,0.370077,1003435082,2.91192E+13,933584700,2.66153E+13,69850382,2.50387E+12
2021-12-27,VNINDEX,1483.64,1490.12,1469.91,1488.88,11.85,0.802286,752108132,2.20848E+13,715824500,2.043E+13,36283632,1.65481E+12
2021-12-24,VNINDEX,1463.1,1478.8,1456.32,1477.03,20.07,1.377526,889477822,2.54435E+13,855008900,2.40445E+13,34468922,1.3991E+12
2021-12-23,VNINDEX,1479.46,1481.21,1447.14,1456.96,-20.71,-1.401531,1360820820,4.55621E+13,1266412300,3.79029E+13,94408520,7.65915E+12
2021-12-22,VNINDEX,1484.9,1489.24,1471.84,1477.67,-1.07,-0.072359,1069404879,3.36274E+13,1031093800,3.16788E+13,38311079,1.94856E+12
2021-12-21,VNINDEX,1474.87,1486.09,1472.43,1478.74,1.41,0.095442,902842646,2.867E+13,866421100,2.68337E+13,36421546,1.83627E+12
2021-12-20,VNINDEX,1483.85,1483.85,1468.88,1477.33,-2.46,-0.16624,963352356,2.89417E+13,906869900,2.65301E+13,56482456,2.41158E+12
2021-12-17,VNINDEX,1481.76,1487.73,1479.79,1479.79,3.18,0.215358,1114654780,3.4461E+13,1065320100,3.19878E+13,49334680,2.47323E+12
2021-12-16,VNINDEX,1481.85,1482.32,1468.95,1476.61,1.11,0.075229,927543722,2.69728E+13,889612700,2.51389E+13,37931022,1.83388E+12
2021-12-15,VNINDEX,1476.5,1481.67,1468.21,1475.5,-0.52,-0.03523,906078231,2.59164E+13,861484300,2.34623E+13,44593931,2.45408E+12
2021-12-14,VNINDEX,1476.82,1485.14,1469.21,1476.02,-0.19,-0.012871,964112610,2.76533E+13,914795700,2.52229E+13,49316910,2.43041E+12
2021-12-13,VNINDEX,1471.96,1481.7,1470.08,1476.21,12.67,0.865709,865576229,2.59033E+13,815155200,2.35701E+13,50421029,2.33321E+12
2021-12-10,VNINDEX,1469.83,1475.85,1461.78,1463.54,-4.44,-0.302456,798293506,2.30113E+13,780120100,2.20915E+13,18173406,9.198E+11
2021-12-09,VNINDEX,1447.59,1467.98,1446.88,1467.98,15.11,1.04001,665456219,1.95152E+13,631261500,1.79495E+13,34194719,1.56577E+12
2021-12-08,VNINDEX,1451.94,1460.28,1447.88,1452.87,6.1,0.421629,771026551,2.16112E+13,732009400,2.00517E+13,39017151,1.55942E+12
2021-12-07,VNINDEX,1426.88,1446.77,1421.6,1446.77,33.19,2.347939,755904623,2.16883E+13,691695900,1.97194E+13,64208723,1.96894E+12
2021-12-06,VNINDEX,1446.28,1452.55,1400.87,1413.58,-29.74,-2.060527,1038157036,3.13867E+13,1013743700,3.00775E+13,24413336,1.30918E+12
2021-12-03,VNINDEX,1489.54,1491.2,1443.32,1443.32,-38.73,-2.613272,1096303123,3.28641E+13,1034480600,3.06528E+13,61822523,2.21132E+12
2021-12-02,VNINDEX,1489.12,1493.84,1482.05,1482.05,-3.14,-0.211421,763954615,2.30022E+13,745629400,2.20548E+13,18325215,9.47419E+11
2021-12-01,VNINDEX,1477.85,1487.68,1471.3,1485.19,6.75,0.456562,876732002,2.65934E+13,837551800,2.47877E+13,39180202,1.8057E+12
2021-11-30,VNINDEX,1500.24,1503.09,1471.57,1478.44,-6.4,-0.431023,1084948409,3.44179E+13,1049366600,3.2756E+13,35581809,1.66181E+12
2021-11-29,VNINDEX,1464.83,1488.93,1464.83,1484.84,-8.19,-0.548549,1012516709,3.1592E+13,983072000,3.00333E+13,29444709,1.55872E+12
2021-11-26,VNINDEX,1506.69,1511.68,1488.83,1493.03,-7.78,-0.518387,1060467059,3.54145E+13,1006637100,3.27942E+13,53829959,2.62031E+12
2021-11-25,VNINDEX,1496.41,1505.36,1490.32,1500.81,11.94,0.80195,1014179042,3.17999E+13,953098400,2.91881E+13,61080642,2.61178E+12
2021-11-24,VNINDEX,1470.66,1491.05,1467.29,1488.87,25.24,1.72448,1116907735,3.58687E+13,1073235900,3.3763E+13,43671835,2.10572E+12
2021-11-23,VNINDEX,1442.66,1463.63,1438.41,1463.63,16.38,1.131802,880068167,2.62272E+13,839875300,2.42202E+13,40192867,2.00704E+12
2021-11-22,VNINDEX,1452.3,1466.46,1442.85,1447.25,-5.1,-0.351155,1269016063,3.65761E+13,1209419000,3.42645E+13,59597063,2.31161E+12
2021-11-19,VNINDEX,1474.11,1481.53,1434.69,1452.35,-17.48,-1.189253,1522741123,4.48025E+13,1490882800,4.32633E+13,31858323,1.53924E+12
2021-11-18,VNINDEX,1479.39,1482.87,1469.83,1469.83,-6.02,-0.407901,1090650125,3.49255E+13,1052200900,3.29447E+13,38449225,1.98078E+12
2021-11-17,VNINDEX,1467.08,1477.04,1464.78,1475.85,9.4,0.641004,860799789,2.60677E+13,828629100,2.44507E+13,32170689,1.61698E+12
2021-11-16,VNINDEX,1472.83,1476.97,1459.08,1466.45,-10.12,-0.685372,1223835038,3.48301E+13,1157402400,3.17952E+13,66432638,3.03492E+12
2021-11-15,VNINDEX,1481.75,1481.96,1466.01,1476.57,3.2,0.217189,1174091099,3.40456E+13,1146225600,3.27378E+13,27865499,1.30785E+12
2021-11-12,VNINDEX,1464.2,1474.98,1453.22,1473.37,11.02,0.753582,955626793,2.65257E+13,909366000,2.45924E+13,46260793,1.9333E+12
2021-11-11,VNINDEX,1469.22,1472.89,1449.18,1462.35,-2.67,-0.18225,1265480252,3.81348E+13,1206887000,3.58474E+13,58593252,2.28733E+12
2021-11-10,VNINDEX,1465.1,1470.19,1457.98,1465.02,3.52,0.240848,985538325,2.97424E+13,955160600,2.84058E+13,30377725,1.33655E+12
2021-11-09,VNINDEX,1469.94,1474.2,1457.57,1461.5,-6.07,-0.413609,1030268558,2.99877E+13,1003649300,2.8531E+13,26619258,1.4567E+12
2021-11-08,VNINDEX,1461.61,1470.49,1456.9,1467.57,11.06,0.759349,1075456706,3.14391E+13,1006323900,2.87975E+13,69132806,2.64155E+12
2021-11-05,VNINDEX,1450.71,1459.93,1444.51,1456.51,8.17,0.564094,874070856,2.61407E+13,844497200,2.481E+13,29573656,1.33066E+12
2021-11-04,VNINDEX,1442.89,1451.98,1435.84,1448.34,4.04,0.27972,929526879,2.78726E+13,890357900,2.64862E+13,39168979,1.38636E+12
2021-11-03,VNINDEX,1459.05,1463.63,1440.67,1444.3,-8.16,-0.561805,1505103001,4.32089E+13,1455441700,4.11559E+13,49661301,2.05296E+12
2021-11-02,VNINDEX,1439.61,1452.46,1438.83,1452.46,13.49,0.937476,1009457944,2.88517E+13,972155400,2.69985E+13,37302544,1.85324E+12
2021-11-01,VNINDEX,1449.32,1451.81,1435.57,1438.97,-5.3,-0.366967,1132355594,3.37008E+13,1092936400,3.18449E+13,39419194,1.85595E+12
2021-10-29,VNINDEX,1439.27,1447.62,1432.19,1444.27,6.26,0.435324,982012981,2.88799E+13,946189100,2.7618E+13,35823881,1.26188E+12
2021-10-28,VNINDEX,1427.89,1440.64,1420.42,1438.01,14.99,1.053393,865428358,2.61865E+13,826726500,2.45384E+13,38701858,1.64804E+12
2021-10-27,VNINDEX,1397.51,1423.02,1395.83,1423.02,31.39,2.255628,936215641,2.8379E+13,861686700,2.53928E+13,74528941,2.98618E+12
2021-10-26,VNINDEX,1384.12,1393.03,1377.56,1391.63,6.23,0.44969,747953042,2.10276E+13,703571700,1.95348E+13,44381342,1.49276E+12
2021-10-25,VNINDEX,1395.45,1395.72,1385.4,1385.4,-3.84,-0.27641,899256607,2.70985E+13,868073700,2.53992E+13,31182907,1.69924E+12
2021-10-22,VNINDEX,1388.66,1393.7,1385.53,1389.24,4.47,0.322797,798130096,2.15606E+13,746799700,1.98852E+13,51330396,1.67547E+12
2021-10-21,VNINDEX,1397.59,1398.45,1384.77,1384.77,-9.03,-0.647869,709066538,2.10142E+13,681412600,1.99875E+13,27653938,1.02673E+12
2021-10-20,VNINDEX,1398.45,1401.76,1376.15,1393.8,-1.53,-0.109651,845890585,2.37804E+13,804215000,2.22033E+13,41675585,1.57712E+12
2021-10-19,VNINDEX,1396.07,1399.66,1388.95,1395.33,-0.2,-0.014331,639434845,2.03442E+13,605953600,1.84406E+13,33481245,1.90364E+12
2021-10-18,VNINDEX,1395.57,1402.63,1390.88,1395.53,2.83,0.203202,795914692,2.36526E+13,764032400,2.24538E+13,31882292,1.19874E+12
2021-10-15,VNINDEX,1395.81,1399.03,1388,1392.7,0.85,0.06107,784555061,2.20931E+13,743666800,2.05117E+13,40888261,1.58134E+12
2021-10-14,VNINDEX,1392.88,1398.67,1388.89,1391.85,-0.06,-0.004311,725510981,2.21123E+13,690243000,2.06903E+13,35267981,1.42206E+12
2021-10-13,VNINDEX,1398.21,1400.67,1389.61,1391.91,-2.89,-0.207198,645348558,1.87885E+13,608348500,1.75043E+13,37000058,1.28414E+12
2021-10-12,VNINDEX,1398.03,1400.78,1389.43,1394.8,0.71,0.050929,742805129,2.2192E+13,707870000,2.02832E+13,34935129,1.9088E+12
2021-10-11,VNINDEX,1377.53,1394.64,1377.3,1394.09,21.36,1.556023,764352327,2.27912E+13,721458300,2.08865E+13,42894027,1.90471E+12
2021-10-08,VNINDEX,1369.14,1373.18,1365.93,1372.73,6.74,0.493415,632858613,1.79585E+13,603842600,1.6878E+13,29016013,1.08045E+12
2021-10-07,VNINDEX,1365.54,1367.64,1360.57,1365.99,3.17,0.232606,693029125,1.99264E+13,658670400,1.86545E+13,34358725,1.27195E+12
2021-10-06,VNINDEX,1359.63,1362.82,1355,1362.82,8.19,0.604593,636997547,1.94366E+13,594012900,1.73859E+13,42984647,2.05077E+12
2021-10-05,VNINDEX,1345.43,1354.63,1343.48,1354.63,15.09,1.126506,636267312,1.93059E+13,576701100,1.67201E+13,59566212,2.58582E+12
2021-10-04,VNINDEX,1337.74,1347.49,1333.53,1339.54,4.65,0.348343,736080360,2.2881E+13,700605800,2.13358E+13,35474560,1.54521E+12
2021-10-01,VNINDEX,1339.68,1344.06,1332.97,1334.89,-7.17,-0.534253,738173557,2.33033E+13,601963900,1.81947E+13,136209657,5.10856E+12
2021-09-30,VNINDEX,1341.83,1348.89,1341.15,1342.06,2.85,0.212812,476912516,1.51859E+13,438294600,1.32156E+13,38617916,1.97031E+12
2021-09-29,VNINDEX,1338.8,1340.9,1328.17,1339.21,-0.1,-0.007467,598500652,1.72357E+13,559164300,1.52208E+13,39336352,2.01489E+12
2021-09-28,VNINDEX,1319.53,1341.81,1316.41,1339.31,14.32,1.080763,623510017,1.83671E+13,584057900,1.62114E+13,39452117,2.15564E+12
2021-09-27,VNINDEX,1353.39,1354.38,1324.99,1324.99,-26.18,-1.93758,778441500,2.17875E+13,720860100,1.94597E+13,57581400,2.3278E+12
2021-09-24,VNINDEX,1354.84,1356.97,1348.07,1351.17,-1.59,-0.117537,673103663,1.83311E+13,627564000,1.67239E+13,45539663,1.60724E+12
2021-09-23,VNINDEX,1357.65,1361.09,1350.43,1352.76,2.08,0.153997,997614231,2.33045E+13,961252500,2.17705E+13,36361731,1.53394E+12
2021-09-22,VNINDEX,1343.89,1350.71,1336.63,1350.68,10.84,0.809052,779651676,1.89767E+13,727734800,1.72913E+13,51916876,1.68534E+12
2021-09-21,VNINDEX,1335.96,1346.32,1324.82,1339.84,-10.64,-0.787868,859676427,2.34324E+13,816979400,2.1949E+13,42697027,1.48344E+12
2021-09-20,VNINDEX,1361.12,1365.92,1349.18,1350.48,-2.16,-0.159688,895455107,2.4533E+13,852479800,2.2927E+13,42975307,1.60603E+12
2021-09-17,VNINDEX,1347.66,1356.45,1347.13,1352.64,6.77,0.50302,852780673,2.59442E+13,813151300,2.36958E+13,39629373,2.24845E+12
2021-09-16,VNINDEX,1351.85,1353.12,1341.23,1345.87,0.04,0.002972,599771454,1.82032E+13,570520600,1.67654E+13,29250854,1.43776E+12
2021-09-15,VNINDEX,1338.11,1347.7,1334.97,1345.83,6.13,0.457565,692092703,1.9191E+13,645625800,1.70859E+13,46466903,2.10508E+12
2021-09-14,VNINDEX,1343.38,1349.13,1336.84,1339.7,-1.73,-0.128967,730452891,1.9659E+13,692214900,1.80062E+13,38237991,1.65277E+12
2021-09-13,VNINDEX,1348.07,1350.69,1340.5,1341.43,-3.88,-0.288409,775469272,2.31101E+13,744228400,2.16722E+13,31240872,1.43796E+12
2021-09-10,VNINDEX,1348.74,1350.43,1345.07,1345.31,1.33,0.09896,598724645,1.92372E+13,559050700,1.72181E+13,39673945,2.01912E+12
2021-09-09,VNINDEX,1333.62,1345.59,1332.67,1343.98,10.37,0.777589,642566874,1.9583E+13,593520900,1.79562E+13,49045974,1.62676E+12
2021-09-08,VNINDEX,1343.92,1344.49,1328.35,1333.61,-8.29,-0.617781,626074552,1.958E+13,596039700,1.84385E+13,30034852,1.14152E+12
2021-09-07,VNINDEX,1349.13,1353.66,1340.32,1341.9,-4.49,-0.333484,869378866,2.66599E+13,849578800,2.57326E+13,19800066,9.27335E+11
2021-09-06,VNINDEX,1340.71,1348.36,1339.8,1346.39,11.74,0.879631,944404672,2.82217E+13,889375400,2.65702E+13,55029272,1.65151E+12
2021-09-01,VNINDEX,1328.78,1338.02,1328.13,1334.65,3.18,0.238834,719955649,2.44955E+13,679730000,2.08976E+13,40225649,3.59793E+12
2021-08-31,VNINDEX,1332.61,1336.14,1325.69,1331.47,3.33,0.250727,733824821,2.28878E+13,712344100,2.17346E+13,21480721,1.15321E+12
2021-08-30,VNINDEX,1323.39,1329.62,1318.76,1328.14,14.94,1.137679,676541323,2.13929E+13,641161300,1.98096E+13,35380023,1.58327E+12
2021-08-27,VNINDEX,1293.98,1313.2,1285.16,1313.2,12.08,0.928431,685055617,2.14062E+13,658578200,2.01631E+13,26477417,1.24309E+12
2021-08-26,VNINDEX,1313.36,1316.26,1295.77,1301.12,-8.43,-0.643733,524291609,1.77634E+13,497853400,1.67101E+13,26438209,1.05334E+12
2021-08-25,VNINDEX,1300.74,1310.16,1291.7,1309.55,10.81,0.832345,522872560,1.67804E+13,481772400,1.51797E+13,41100160,1.60067E+12
2021-08-24,VNINDEX,1302.9,1307.56,1289.16,1298.74,-0.12,-0.009239,714265881,2.34328E+13,648543100,2.12151E+13,65722781,2.21765E+12
2021-08-23,VNINDEX,1322.71,1327.04,1298.86,1298.86,-30.57,-2.299482,795068928,2.58189E+13,768105500,2.47927E+13,26963428,1.02617E+12
2021-08-20,VNINDEX,1367.86,1369.39,1317.52,1329.43,-45.42,-3.303633,1206468346,3.83496E+13,1171621900,3.68071E+13,34846446,1.54251E+12
2021-08-19,VNINDEX,1360.61,1374.85,1352.94,1374.85,13.91,1.022088,728172556,2.5511E+13,653254900,2.1999E+13,74917656,3.51193E+12
2021-08-18,VNINDEX,1361.24,1370.5,1355.83,1360.94,-2.15,-0.15773,689777155,2.44067E+13,641678400,2.25488E+13,48098755,1.85795E+12
2021-08-17,VNINDEX,1377.7,1379.7,1359.11,1363.09,-7.87,-0.57405,768611381,2.57744E+13,732378200,2.44789E+13,36233181,1.29549E+12
2021-08-16,VNINDEX,1364.1,1372.33,1361.75,1370.96,13.91,1.025018,827714487,2.75049E+13,798944800,2.61506E+13,28769687,1.35422E+12
