Currency,Date,Closing Price (VND),Open (VND),High (VND),Low (VND),,,
VNINDEX,12/26/2017,965.93,960.32,965.93,957.24,,,
VNINDEX,12/27/2017,968.46,969.72,972.6,965.18,,,
VNINDEX,12/28/2017,976.72,970.63,978.65,967.73,,,
VNINDEX,12/29/2017,984.24,978.39,990.1,976.33,,,
VNINDEX,1/2/2018,995.77,986.05,996.18,984.34,,,
VNINDEX,1/3/2018,1005.67,999.86,1010.21,998.41,,,
VNINDEX,1/4/2018,1019.75,1009.37,1019.75,1009,,,
VNINDEX,1/5/2018,1012.65,1020.34,1020.6,1010.65,,,
VNINDEX,1/8/2018,1022.9,1011.36,1022.9,1004.89,,,
VNINDEX,1/9/2018,1033.56,1027.14,1033.56,1017.86,,,
VNINDEX,1/10/2018,1038.11,1034.64,1045.63,1033.01,,,
VNINDEX,1/11/2018,1048.17,1037.03,1049.73,1031.13,,,
VNINDEX,1/12/2018,1050.11,1050.17,1057.88,1046.38,,,
VNINDEX,1/15/2018,1063.47,1049.91,1063.47,1043.15,,,
VNINDEX,1/16/2018,1062.96,1059.36,1065.39,1052.43,,,
VNINDEX,1/17/2018,1034.69,1061.98,1064.77,1034.69,,,
VNINDEX,1/18/2018,1050.25,1028.76,1050.25,1020.01,,,
VNINDEX,1/19/2018,1062.07,1054.33,1067.21,1053.37,,,
VNINDEX,1/22/2018,1087.42,1066.86,1088.05,1066.61,,,
VNINDEX,1/23/2018,1087.42,1066.86,1088.05,1066.61,,,
VNINDEX,1/25/2018,1104.57,1098.44,1117.08,1098.44,,,
VNINDEX,1/26/2018,1115.64,1119.78,1123.83,1103.06,,,
VNINDEX,1/29/2018,1109.8,1121.78,1130.1,1109.8,,,
VNINDEX,1/30/2018,1110.56,1099.98,1110.56,1092.44,,,
VNINDEX,1/31/2018,1110.36,1112.23,1128.1,1104.98,,,
VNINDEX,2/1/2018,1099.67,1111.74,1111.74,1090.25,,,
VNINDEX,2/2/2018,1105.04,1098.66,1105.04,1091.06,,,
VNINDEX,2/5/2018,1048.71,1089.62,1090.88,1048.71,,,
VNINDEX,2/6/2018,1011.6,1026.08,1026.08,983.06,,,
VNINDEX,2/7/2018,1040.55,1040.53,1048.54,1034.13,,,
VNINDEX,2/8/2018,1023.25,1031.46,1039.61,1023.25,,,
VNINDEX,2/9/2018,1003.94,991.09,1003.94,973.78,,,
VNINDEX,2/12/2018,1041.79,1011.64,1041.79,1011.64,,,
VNINDEX,2/13/2018,1059.73,1053.31,1060.48,1052.86,,,
VNINDEX,2/21/2018,1087.15,1073.33,1092.65,1070.43,,,
VNINDEX,2/22/2018,1076.03,1087.15,1091.62,1074.27,,,
VNINDEX,2/23/2018,1102.85,1086.81,1102.85,1081.31,,,
VNINDEX,2/26/2018,1114.53,1115.9,1127.57,1114.06,,,
VNINDEX,2/27/2018,1119.61,1124.03,1124.03,1106.77,,,
VNINDEX,2/28/2018,1121.54,1110.3,1129.89,1109.89,,,
VNINDEX,3/1/2018,1115.79,1121.54,1129.3,1110.92,,,
VNINDEX,3/2/2018,1121.21,1103.16,1121.91,1103.16,,,
VNINDEX,3/5/2018,1093.48,1121.21,1132.69,1093.48,,,
VNINDEX,3/6/2018,1120.29,1093.48,1120.29,1091.67,,,
VNINDEX,3/7/2018,1112.26,1121.99,1126.67,1103.29,,,
VNINDEX,3/8/2018,1124.15,1112.24,1126.35,1111.76,,,
VNINDEX,3/9/2018,1123.41,1128.73,1135.02,1119.18,,,
VNINDEX,3/12/2018,1126.29,1135.37,1135.48,1123.98,,,
VNINDEX,3/13/2018,1133.31,1126.53,1133.31,1118.49,,,
VNINDEX,3/14/2018,1138.09,1135.99,1142.88,1134.55,,,
VNINDEX,3/15/2018,1138.76,1134.51,1140.74,1129.66,,,
VNINDEX,3/16/2018,1150.19,1144.54,1152.52,1140.56,,,
VNINDEX,3/19/2018,1159.22,1158.16,1165.63,1155.82,,,
VNINDEX,3/20/2018,1159.39,1154.48,1166.33,1154.48,,,
VNINDEX,3/21/2018,1169.36,1166.51,1172.31,1163.91,,,
VNINDEX,3/22/2018,1172.36,1175.22,1180.44,1169.48,,,
VNINDEX,3/23/2018,1153.59,1154.25,1157.2,1138.53,,,
VNINDEX,3/26/2018,1171.22,1150.51,1176.95,1150.51,,,
VNINDEX,3/27/2018,1171.73,1187.42,1187.42,1169.58,,,
VNINDEX,3/28/2018,1172.24,1168.87,1179.18,1165.71,,,
VNINDEX,3/29/2018,1167.03,1174.73,1176.45,1164.12,,,
VNINDEX,3/30/2018,1174.46,1169.29,1175.36,1158.49,,,
VNINDEX,4/2/2018,1196.61,1180.26,1196.61,1179.73,,,
VNINDEX,4/3/2018,1188.29,1197,1199.93,1185.83,,,
VNINDEX,4/4/2018,1191.54,1194.26,1200.71,1189.46,,,
VNINDEX,4/5/2018,1193.17,1197.76,1199.15,1186.75,,,
VNINDEX,4/6/2018,1199.96,1194.15,1202.59,1194.15,,,
VNINDEX,4/9/2018,1204.33,1202.44,1207.45,1197.44,,,
VNINDEX,4/10/2018,1198.12,1207.62,1211.34,1192.22,,,
VNINDEX,4/11/2018,1167.11,1201.51,1202.46,1167.11,,,
VNINDEX,4/12/2018,1173.02,1162.48,1173.02,1153.64,,,
VNINDEX,4/13/2018,1157.14,1178.57,1181.52,1153.93,,,
VNINDEX,4/16/2018,1148.49,1156.54,1159.45,1141.81,,,
VNINDEX,4/17/2018,1153.28,1149.02,1156.7,1139.33,,,
VNINDEX,4/18/2018,1138.53,1153.28,1160.32,1138.42,,,
VNINDEX,4/19/2018,1094.63,1137.99,1137.99,1094.63,,,
VNINDEX,4/20/2018,1119.86,1095.84,1119.86,1078.01,,,
VNINDEX,4/23/2018,1076.78,1124.33,1127.24,1076.78,,,
VNINDEX,4/24/2018,1080.74,1064.86,1084.89,1048.68,,,
VNINDEX,4/26/2018,1044.86,1082.52,1082.52,1039.35,,,
VNINDEX,4/27/2018,1050.26,1037.36,1054.94,1031.89,,,
VNINDEX,5/2/2018,1029.08,1053.26,1053.52,1024.75,,,
VNINDEX,5/3/2018,1026.46,1018.47,1027.38,1003.79,,,
VNINDEX,5/4/2018,1026.8,1032.12,1037.02,1022.1,,,
VNINDEX,5/7/2018,1062.26,1034.64,1062.26,1028.79,,,
VNINDEX,5/8/2018,1060.45,1061.12,1072.28,1057.24,,,
VNINDEX,5/9/2018,1056.97,1058.33,1069.8,1051.79,,,
VNINDEX,5/10/2018,1028.87,1058.22,1059.34,1025.75,,,
VNINDEX,5/11/2018,1044.85,1026.34,1044.85,1014.3,,,
VNINDEX,5/14/2018,1066.98,1051.69,1066.98,1042.31,,,
VNINDEX,5/15/2018,1073.5,1072.25,1084.2,1071.02,,,
VNINDEX,5/16/2018,1054.62,1073.5,1073.5,1052.18,,,
VNINDEX,5/17/2018,1030.64,1055.21,1057.84,1030.64,,,
VNINDEX,5/18/2018,1040.54,1033.33,1040.84,1013.57,,,
VNINDEX,5/21/2018,1014.98,1043.82,1043.82,1014.98,,,
VNINDEX,5/22/2018,985.91,1006.18,1015.97,976.73,,,
VNINDEX,5/23/2018,988.94,974.8,995.25,965.92,,,
VNINDEX,5/24/2018,985.92,992.24,995.82,974.14,,,
VNINDEX,5/25/2018,963.9,981.47,987.56,963.9,,,
VNINDEX,5/28/2018,931.75,938.86,951.34,927.47,,,
VNINDEX,5/29/2018,952.18,925.89,958.96,916,,,
VNINDEX,5/30/2018,948.5,953.41,953.41,932.26,,,
VNINDEX,5/31/2018,971.25,947.96,975.51,945.29,,,
VNINDEX,6/1/2018,992.87,973.67,995.06,973.56,,,
VNINDEX,6/4/2018,1013.78,994.48,1013.78,992.01,,,
VNINDEX,6/5/2018,1022.74,1013.59,1025.26,1011.59,,,
VNINDEX,6/6/2018,1034.5,1020.97,1034.5,1012.98,,,
VNINDEX,6/7/2018,1036.69,1038.93,1043.71,1030.79,,,
VNINDEX,6/8/2018,1039.01,1032.59,1039.07,1026.94,,,
VNINDEX,6/11/2018,1039.02,1033.55,1045.6,1029.19,,,
VNINDEX,6/12/2018,1020.76,1033.55,1033.55,1005.1,,,
VNINDEX,6/13/2018,1030.53,1017.93,1030.53,1017.93,,,
VNINDEX,6/14/2018,1015.72,1030.53,1033.46,1015.72,,,
VNINDEX,6/15/2018,1016.51,1012.71,1018.95,1006.75,,,
VNINDEX,6/18/2018,987.34,1016.51,1018.98,986.88,,,
VNINDEX,6/19/2018,962.16,972.38,972.62,941.57,,,
VNINDEX,6/20/2018,980.95,957.37,980.95,955.61,,,
VNINDEX,6/21/2018,969.4,979.57,979.57,966.28,,,
VNINDEX,6/22/2018,983.17,963.89,983.57,959.91,,,
VNINDEX,6/25/2018,990.52,997.34,997.34,988.98,,,
VNINDEX,6/26/2018,983.02,977.78,983.78,970.75,,,
VNINDEX,6/27/2018,968.91,981.44,984.46,968.91,,,
VNINDEX,6/28/2018,957.35,964.76,976.12,954.46,,,
VNINDEX,6/29/2018,960.78,955.64,962.93,950.48,,,
VNINDEX,7/2/2018,947.15,955.18,956.78,932.66,,,
VNINDEX,7/3/2018,906.01,945.87,946.16,906.01,,,
VNINDEX,7/4/2018,914.99,904.34,914.99,890.83,,,
VNINDEX,7/5/2018,899.4,914.48,921.85,892.67,,,
VNINDEX,7/6/2018,917.51,891.16,921.75,884.99,,,
VNINDEX,7/9/2018,915.12,922.72,929.5,915.12,,,
VNINDEX,7/10/2018,911.12,919.44,921.96,911.12,,,
VNINDEX,7/11/2018,893.16,898.08,900.16,885.09,,,
VNINDEX,7/12/2018,898.51,891.21,905.72,884.75,,,
VNINDEX,7/13/2018,909.72,904.8,912.53,899.94,,,
VNINDEX,7/16/2018,911.11,914.22,917.63,905.27,,,
VNINDEX,7/17/2018,921.27,905.32,921.27,902.02,,,
VNINDEX,7/18/2018,942.39,926.14,942.39,926.14,,,
VNINDEX,7/19/2018,943.97,942.39,947.07,939.58,,,
VNINDEX,7/20/2018,933.39,938.83,941.94,930.26,,,
VNINDEX,7/23/2018,936.74,931.52,949.14,930.25,,,
VNINDEX,7/24/2018,934.08,933.22,939.07,926.3,,,
VNINDEX,7/25/2018,927.58,936.57,938.33,927.58,,,
VNINDEX,7/26/2018,930.16,928.96,930.32,920.99,,,
VNINDEX,7/27/2018,935.52,931.9,937.23,928.82,,,
VNINDEX,7/30/2018,949.73,940.76,949.73,937.69,,,
VNINDEX,7/31/2018,956.39,948.56,959.07,947.32,,,
VNINDEX,8/1/2018,952.77,957.35,960.05,949.89,,,
VNINDEX,8/2/2018,953.55,952.75,953.55,942.39,,,
VNINDEX,8/3/2018,959.6,957.92,966.1,955.13,,,
VNINDEX,8/6/2018,960.23,960.12,962.99,955.42,,,
VNINDEX,8/7/2018,956.79,957.7,962.02,953.71,,,
VNINDEX,8/8/2018,966.27,958.31,966.27,958.31,,,
VNINDEX,8/9/2018,963.5,968.57,972.52,963.5,,,
VNINDEX,8/10/2018,968.47,962.03,968.47,955.04,,,
VNINDEX,8/13/2018,978.04,966.46,978.04,963.41,,,
VNINDEX,8/14/2018,978.27,979.66,981.42,974.47,,,
VNINDEX,8/15/2018,961.37,980.45,982,961.37,,,
VNINDEX,8/16/2018,964.28,952.83,964.28,947.09,,,
VNINDEX,8/17/2018,968.88,971.4,975.52,968.88,,,
VNINDEX,8/20/2018,969.62,970.81,973.57,966.46,,,
VNINDEX,8/21/2018,979.21,968.46,979.21,968.45,,,
VNINDEX,8/22/2018,982.15,979.21,986.36,979.21,,,
VNINDEX,8/23/2018,987.36,984.12,989.45,982.48,,,
VNINDEX,8/24/2018,987.05,985.49,989.21,982.88,,,
VNINDEX,8/27/2018,991.92,990.19,994.54,990.03,,,
VNINDEX,8/28/2018,995.19,991.92,995.29,989.81,,,
VNINDEX,8/29/2018,988.17,995.05,995.05,987.47,,,
VNINDEX,8/30/2018,998.07,987.62,998.07,983.43,,,
VNINDEX,8/31/2018,989.54,998.55,1003.06,989.54,,,
VNINDEX,9/4/2018,975.94,990.79,992.18,975.94,,,
VNINDEX,9/5/2018,968.44,975.05,978.78,964.8,,,
VNINDEX,9/6/2018,958.19,968.37,970.84,957.99,,,
VNINDEX,9/7/2018,968.9,955.5,969.34,955.5,,,
VNINDEX,9/10/2018,970.34,969.74,974.59,968.19,,,
VNINDEX,9/11/2018,985.06,968.41,985.06,967.92,,,
VNINDEX,9/12/2018,987.01,990,994.83,987.01,,,
VNINDEX,9/13/2018,987.95,987.48,992.96,984.92,,,
VNINDEX,9/14/2018,991.34,987.95,995.55,987.95,,,
VNINDEX,9/17/2018,987.61,990.65,993.83,987.02,,,
VNINDEX,9/18/2018,993.49,983.43,993.49,981.89,,,
VNINDEX,9/19/2018,995.54,998.65,1001.83,994.5,,,
VNINDEX,9/20/2018,1004.74,995.54,1004.74,995.54,,,
VNINDEX,9/21/2018,1002.97,1006.25,1009.1,1000.39,,,
VNINDEX,9/24/2018,1011.29,1007.52,1011.29,1007.45,,,
VNINDEX,9/25/2018,1010.74,1011.94,1014.53,1008.67,,,
VNINDEX,9/26/2018,1009.61,1008.93,1014.86,1007.44,,,
VNINDEX,9/27/2018,1015.37,1012.57,1017.78,1010.49,,,
VNINDEX,9/28/2018,1017.13,1019.34,1020.84,1015.4,,,
VNINDEX,10/1/2018,1012.88,1019.49,1023.87,1012.88,,,
VNINDEX,10/2/2018,1018.79,1014.26,1021.51,1013.11,,,
VNINDEX,10/3/2018,1020.4,1021.08,1024.59,1016.47,,,
VNINDEX,10/4/2018,1023.62,1024.68,1024.68,1020.4,,,
VNINDEX,10/5/2018,1008.39,1020.21,1020.77,1008.39,,,
VNINDEX,10/8/2018,996.12,1003.31,1006.13,996.12,,,
VNINDEX,10/9/2018,996.19,998.7,1001.87,996.19,,,
VNINDEX,10/10/2018,993.96,998.66,999.62,991.22,,,
VNINDEX,10/11/2018,945.89,972.21,972.21,938.83,,,
VNINDEX,10/12/2018,970.08,939.2,970.08,933.35,,,
VNINDEX,10/15/2018,951.64,968.8,969.36,951.64,,,
VNINDEX,10/16/2018,963.37,950.36,963.69,950.36,,,
VNINDEX,10/17/2018,971.6,973.14,975.27,969.06,,,
VNINDEX,10/18/2018,963.47,968.93,970.75,962.68,,,
VNINDEX,10/19/2018,958.36,949.94,959.63,945.83,,,
VNINDEX,10/22/2018,953.51,958.36,963.79,953.51,,,
VNINDEX,10/23/2018,939.68,950.12,950.42,925.29,,,
VNINDEX,10/24/2018,922.73,935.25,939.06,922.73,,,
VNINDEX,10/25/2018,910.17,902.59,912.07,885.34,,,
VNINDEX,10/26/2018,900.82,918.11,918.16,900.82,,,
VNINDEX,10/29/2018,888.82,895.05,897.84,884.92,,,
VNINDEX,10/30/2018,888.69,881.32,894.8,880.85,,,
VNINDEX,10/31/2018,914.76,894.23,914.76,894.23,,,
VNINDEX,11/1/2018,907.96,915.52,918.84,905.73,,,
VNINDEX,11/2/2018,924.86,911.35,927.62,910.4,,,
VNINDEX,11/5/2018,925.53,920.87,925.53,915.77,,,
VNINDEX,11/6/2018,922.05,931,931.27,921.93,,,
VNINDEX,11/7/2018,922.16,922.03,924.6,915.41,,,
VNINDEX,11/8/2018,926.28,928.69,932.86,925.54,,,
VNINDEX,11/9/2018,914.29,921.11,925.31,914.29,,,
VNINDEX,11/12/2018,918.12,909.36,918.99,903.95,,,
VNINDEX,11/13/2018,905.38,904.35,910.2,903.48,,,
VNINDEX,11/14/2018,900.93,904.16,910.58,898.83,,,
VNINDEX,11/15/2018,897.15,901.13,903.83,892.5,,,
VNINDEX,11/16/2018,898.19,901.44,903.21,894.14,,,
VNINDEX,11/19/2018,916.06,902.65,916.06,900.61,,,
VNINDEX,11/20/2018,919.02,909.76,919.02,909.76,,,
VNINDEX,11/21/2018,922.56,909.83,922.56,907.47,,,
VNINDEX,11/22/2018,924.42,924.93,926.15,922.02,,,
VNINDEX,11/23/2018,917.97,923.91,925.84,916.87,,,
VNINDEX,11/26/2018,921.03,915.67,921.96,914.43,,,
VNINDEX,11/27/2018,923.12,925.12,930.37,921.26,,,
VNINDEX,11/28/2018,930.2,923.12,930.2,922.03,,,
VNINDEX,11/29/2018,926.79,934.88,937.75,926.79,,,
VNINDEX,11/30/2018,926.54,924.49,928.92,921.08,,,
VNINDEX,12/3/2018,951.59,937.7,951.59,937.1,,,
VNINDEX,12/4/2018,958.84,952.97,960.44,950.89,,,
VNINDEX,12/5/2018,957.14,950.34,960.87,946.97,,,
VNINDEX,12/6/2018,954.82,957.14,959.59,948.44,,,
VNINDEX,12/7/2018,958.59,956.49,962.39,955.96,,,
VNINDEX,12/10/2018,955.89,955.06,958.25,951.5,,,
VNINDEX,12/11/2018,954.58,955.93,957.97,949.34,,,
VNINDEX,12/12/2018,961.28,956.32,961.28,956,,,
VNINDEX,12/13/2018,960.25,961.28,966.83,960.1,,,
VNINDEX,12/14/2018,952.04,958.78,960.09,951.04,,,
VNINDEX,12/17/2018,933.65,948.09,948.09,933.65,,,
VNINDEX,12/18/2018,927.25,933.65,933.65,917.03,,,
VNINDEX,12/19/2018,919.24,926.35,927.03,914.55,,,
VNINDEX,12/20/2018,918.24,915.5,921.79,914.18,,,
VNINDEX,12/21/2018,912.26,911.57,915.02,907.88,,,
VNINDEX,12/24/2018,908.56,910.86,916.41,908.56,,,
VNINDEX,12/25/2018,897.94,893.71,897.94,882.17,,,
VNINDEX,12/26/2018,891.75,896.63,899.49,890.86,,,
VNINDEX,12/27/2018,900.81,904.8,906.63,900.81,,,
VNINDEX,12/28/2018,892.54,903.79,903.79,892.54,,,
VNINDEX,1/2/2019,891.75,900.1,900.1,891.1,,,
VNINDEX,1/3/2019,878.22,889.78,892.21,872.12,,,
VNINDEX,1/4/2019,880.9,872.69,881.48,861.85,,,
VNINDEX,1/7/2019,889.64,890.47,896.63,885.3,,,
VNINDEX,1/8/2019,887.44,891.37,891.87,883.67,,,
VNINDEX,1/9/2019,896.99,890.26,897.25,888.61,,,
VNINDEX,1/10/2019,898.3,897.85,899.47,895.17,,,
VNINDEX,1/11/2019,902.71,899.1,904.37,899.1,,,
VNINDEX,1/14/2019,901.8,903.83,903.83,897.18,,,
VNINDEX,1/15/2019,909.68,901.21,909.68,898.92,,,
VNINDEX,1/16/2019,908.7,911.32,912.48,906.39,,,
VNINDEX,1/17/2019,901.89,908.48,909.06,901.89,,,
VNINDEX,1/18/2019,902.3,902.7,906.35,900.64,,,
VNINDEX,1/21/2019,911.05,905.25,911.74,903.09,,,
VNINDEX,1/22/2019,906.55,912.73,913.37,906.55,,,
VNINDEX,1/23/2019,908.18,905.73,910.12,905.12,,,
VNINDEX,1/24/2019,908.79,908.56,910.59,906.59,,,
VNINDEX,1/25/2019,908.88,908.86,911.59,907.96,,,
VNINDEX,1/28/2019,912.18,912.53,913.43,908.9,,,
VNINDEX,1/29/2019,915.93,913.67,915.93,907.09,,,
VNINDEX,1/30/2019,915.84,914.08,917.8,913.48,,,
VNINDEX,1/31/2019,910.65,919.12,920.36,910.38,,,
VNINDEX,2/1/2019,908.67,911.98,912.81,907.52,,,
VNINDEX,2/11/2019,926.1,916.21,926.1,916.07,,,
VNINDEX,2/12/2019,937.54,930.37,938.64,926.98,,,
VNINDEX,2/13/2019,945.25,937.61,945.25,937.34,,,
VNINDEX,2/14/2019,952.34,946.54,953.66,945.99,,,
VNINDEX,2/15/2019,950.89,951.9,955.4,948.26,,,
VNINDEX,2/18/2019,961.3,954.85,961.3,953.32,,,
VNINDEX,2/19/2019,964.35,962.84,971.92,962.81,,,
VNINDEX,2/20/2019,970.58,963.29,972.75,963.29,,,
VNINDEX,2/21/2019,987.57,972.82,987.57,970.31,,,
VNINDEX,2/22/2019,988.91,983.99,993.16,982.86,,,
VNINDEX,2/25/2019,994.43,996.06,999.9,992.72,,,
VNINDEX,2/26/2019,987.06,991.63,996.44,979.24,,,
VNINDEX,2/27/2019,990.27,989.61,994.46,988.09,,,
VNINDEX,2/28/2019,965.47,989.84,990.25,965.47,,,
VNINDEX,3/1/2019,979.63,971.05,980.82,970.54,,,
VNINDEX,3/4/2019,993.99,983.5,994.46,983.33,,,
VNINDEX,3/5/2019,992.45,990.08,1000.25,987.92,,,
VNINDEX,3/6/2019,994.49,993.01,994.49,985.51,,,
VNINDEX,3/7/2019,994.03,995.65,1004.55,994.03,,,
VNINDEX,3/8/2019,985.25,987.89,991.98,984.48,,,
VNINDEX,3/11/2019,984.6,982.94,987.11,981.34,,,
VNINDEX,3/12/2019,1001.32,991.14,1001.32,990.46,,,
VNINDEX,3/13/2019,1005.41,1003.75,1009.77,1003.01,,,
VNINDEX,3/14/2019,1008.44,1006.37,1011.39,1002.09,,,
VNINDEX,3/15/2019,1004.12,1008.44,1008.44,1001.1,,,
VNINDEX,3/18/2019,1011.86,1004.12,1013.29,1004.12,,,
VNINDEX,3/19/2019,1006.59,1013.75,1014.51,1004.22,,,
VNINDEX,3/20/2019,1002.3,1002.86,1003.25,992.02,,,
VNINDEX,3/21/2019,981.78,1005.12,1006.37,981.78,,,
VNINDEX,3/22/2019,988.71,984.9,990.07,981.3,,,
VNINDEX,3/25/2019,970.07,976.53,976.53,964.76,,,
VNINDEX,3/26/2019,969.79,970.07,978.99,966.9,,,
VNINDEX,3/27/2019,975.91,976.67,979.32,972.25,,,
VNINDEX,3/28/2019,982.98,973.44,983.18,972.6,,,
VNINDEX,3/29/2019,980.76,985.35,988.24,980.76,,,
VNINDEX,4/1/2019,988.53,980.76,988.53,980.76,,,
VNINDEX,4/2/2019,985.81,994.87,996.41,985.48,,,
VNINDEX,4/3/2019,984.46,984.74,985.26,980.3,,,
VNINDEX,4/4/2019,986.91,987.47,989.08,982.94,,,
VNINDEX,4/5/2019,989.26,986.91,990.38,986.39,,,
VNINDEX,4/8/2019,997.56,989.26,997.56,989.26,,,
VNINDEX,4/9/2019,988.48,999.89,1000.02,987.82,,,
VNINDEX,4/10/2019,981.91,984.79,987.27,976.83,,,
VNINDEX,4/11/2019,985.95,984.46,985.95,981.06,,,
VNINDEX,4/12/2019,982.9,984.66,984.69,980.26,,,
VNINDEX,4/16/2019,977.17,970.87,978.53,963.06,,,
VNINDEX,4/17/2019,972.1,977.17,980.71,972.1,,,
VNINDEX,4/18/2019,962.3,969.5,973.73,962.05,,,
VNINDEX,4/19/2019,966.21,968.27,971.73,965.46,,,
VNINDEX,4/22/2019,965.86,963.78,966.69,959.33,,,
VNINDEX,4/23/2019,968,964.84,970.98,964.35,,,
VNINDEX,4/24/2019,976.92,969.66,978.71,969.66,,,
VNINDEX,4/25/2019,974.13,976.46,976.46,971.92,,,
VNINDEX,4/26/2019,979.64,972.86,979.64,970.73,,,
VNINDEX,5/2/2019,978.5,978.81,979.93,975.51,,,
VNINDEX,5/3/2019,974.14,976.77,977.13,971.75,,,
VNINDEX,5/6/2019,957.97,964.37,964.89,955.41,,,
VNINDEX,5/7/2019,957.56,961.31,965.61,955.42,,,
VNINDEX,5/8/2019,951.22,950.1,953.88,947.86,,,
VNINDEX,5/9/2019,947.01,950.66,953.66,944.91,,,
VNINDEX,5/10/2019,952.55,950.37,953.92,947.85,,,
VNINDEX,5/13/2019,958.54,952.11,958.54,951.76,,,
VNINDEX,5/14/2019,965.34,952.13,965.34,952.13,,,
VNINDEX,5/15/2019,975.64,967.95,977.65,967.95,,,
VNINDEX,5/16/2019,975.69,976.96,981.22,975.69,,,
VNINDEX,5/17/2019,976.48,977.85,980.04,974.91,,,
VNINDEX,5/20/2019,987.13,975.95,987.13,974.47,,,
VNINDEX,5/21/2019,986.29,989.67,992.84,986.07,,,
VNINDEX,5/22/2019,983.78,986.66,992.26,982.68,,,
VNINDEX,5/23/2019,982.71,982,984.57,977.17,,,
VNINDEX,5/24/2019,970.03,976.59,983.14,970.03,,,
VNINDEX,5/27/2019,975.14,970.73,975.4,970.41,,,
VNINDEX,5/28/2019,972,977.02,978.8,969.51,,,
VNINDEX,5/29/2019,971.54,973.31,974.96,969.55,,,
VNINDEX,5/30/2019,969.34,971.01,974.56,967.21,,,
VNINDEX,5/31/2019,959.88,968.53,969.94,959.88,,,
VNINDEX,6/3/2019,946.47,953.58,955.78,940.28,,,
VNINDEX,6/4/2019,951.16,945.62,951.42,943.21,,,
VNINDEX,6/5/2019,951.41,955.8,958.39,951.39,,,
VNINDEX,6/6/2019,948.21,951.41,951.41,939.35,,,
VNINDEX,6/7/2019,958.28,951.64,958.28,950.94,,,
VNINDEX,6/10/2019,962.9,963.78,966.9,958.6,,,
VNINDEX,6/11/2019,962.07,962.43,964.81,959.98,,,
VNINDEX,6/12/2019,954.17,960.6,960.6,953.83,,,
VNINDEX,6/13/2019,950.08,951.26,952.06,946.29,,,
VNINDEX,6/14/2019,953.61,948.65,954.7,948.65,,,
VNINDEX,6/17/2019,946.95,953.97,955.18,944.47,,,
VNINDEX,6/18/2019,944.01,945.73,947.3,938.95,,,
VNINDEX,6/19/2019,949.69,948.92,950.04,946.83,,,
VNINDEX,6/20/2019,959.18,949.48,962.33,948.97,,,
VNINDEX,6/21/2019,959.2,962.69,964.52,959.12,,,
VNINDEX,6/24/2019,962.85,960.29,967.11,959.8,,,
VNINDEX,6/25/2019,960.13,961.19,963.23,960.06,,,
VNINDEX,6/26/2019,959.13,960.13,962.7,958.38,,,
VNINDEX,6/27/2019,943.11,959.48,959.48,943.11,,,
VNINDEX,6/28/2019,949.94,944.53,949.94,939.12,,,
VNINDEX,7/1/2019,965.61,958.92,965.61,957.66,,,
VNINDEX,7/2/2019,961.98,964.77,966.76,959.8,,,
VNINDEX,7/3/2019,960.39,960.44,961.67,956.91,,,
VNINDEX,7/4/2019,973.04,961.78,973.04,961.65,,,
VNINDEX,7/5/2019,975.34,973.04,975.34,970.16,,,
VNINDEX,7/8/2019,966.35,972.83,972.83,963.84,,,
VNINDEX,7/9/2019,969.05,965.24,969.05,963.05,,,
VNINDEX,7/10/2019,973.65,971.19,974.96,971.19,,,
VNINDEX,7/11/2019,978.63,976.95,980.02,975.03,,,
VNINDEX,7/12/2019,975.4,980.11,982.1,974.32,,,
VNINDEX,7/15/2019,972.53,975.57,975.66,970.93,,,
VNINDEX,7/16/2019,982.11,975.05,982.11,975.05,,,
VNINDEX,7/17/2019,982.57,981.49,985.59,979.05,,,
VNINDEX,7/18/2019,976.05,979.16,979.49,975.01,,,
VNINDEX,7/19/2019,982.34,978.12,986.12,978.12,,,
VNINDEX,7/22/2019,982.04,981.17,985.13,980.08,,,
VNINDEX,7/23/2019,989.46,981.38,990.45,980.22,,,
VNINDEX,7/24/2019,988.41,993.01,994.85,986.34,,,
VNINDEX,7/25/2019,994.95,986.85,997.49,986.85,,,
VNINDEX,7/26/2019,993.35,994.8,998.52,992.97,,,
VNINDEX,7/29/2019,997.94,994.23,997.94,988.29,,,
VNINDEX,7/30/2019,986.02,1001.46,1002.77,986.02,,,
VNINDEX,7/31/2019,991.66,986,993.4,982.64,,,
VNINDEX,8/1/2019,997.39,993.25,997.39,990.88,,,
VNINDEX,8/2/2019,991.1,987.55,991.39,985.69,,,
VNINDEX,8/5/2019,973.15,988.6,988.99,973.15,,,
VNINDEX,8/6/2019,964.61,960.29,966.15,958.39,,,
VNINDEX,8/7/2019,965.93,967.18,971.96,961.64,,,
VNINDEX,8/8/2019,975.24,965.93,975.83,964.21,,,
VNINDEX,8/9/2019,974.34,976.41,978.69,974.33,,,
VNINDEX,8/12/2019,975.31,975.38,977.63,973.22,,,
VNINDEX,8/13/2019,966.83,972.7,973.09,964.03,,,
VNINDEX,8/14/2019,968.91,975.88,975.99,968.91,,,
VNINDEX,8/15/2019,979.38,958.05,979.38,955.76,,,
VNINDEX,8/16/2019,980,974.88,985.61,974.88,,,
VNINDEX,8/19/2019,981.03,984.04,985.48,979.17,,,
VNINDEX,8/20/2019,984.67,983.94,985.35,981.75,,,
